IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"C
A
7
A
7
7
7
7
7
1
7
0
0
Obr. 7
Obr. 8
Objekt 90 s mazanicovými bloky
Objekt 97 s mazanicovou krou
26"	cs	(0, 9)	(902, 9)	(902, 1291)	(0, 1291)
image	C		(40, 9)	(40, 49)	(22, 49)	(22, 9)
image	A		(14, 176)	(47, 176)	(46, 215)	(13, 215)
image	7		(11, 257)	(46, 257)	(46, 297)	(11, 297)
image	A		(15, 338)	(44, 338)	(45, 377)	(16, 377)
image	7		(14, 501)	(44, 500)	(45, 540)	(15, 541)
image	7		(1, 581)	(52, 579)	(54, 622)	(3, 624)
image	7		(12, 665)	(47, 661)	(51, 698)	(17, 703)
image	7		(13, 744)	(43, 742)	(45, 782)	(15, 784)
image	7		(12, 824)	(44, 824)	(44, 866)	(12, 866)
image	1		(10, 907)	(43, 906)	(45, 945)	(12, 947)
image	7		(12, 988)	(43, 987)	(45, 1027)	(14, 1028)
image	0		(12, 1067)	(45, 1067)	(45, 1107)	(12, 1107)
image	0		(13, 1230)	(46, 1230)	(46, 1268)	(13, 1268)
image	Obr		(355, 813)	(398, 813)	(398, 828)	(355, 828)
image	.		(403, 813)	(410, 813)	(410, 828)	(403, 828)
image	7		(428, 813)	(442, 813)	(442, 828)	(428, 828)
image	Obr		(355, 862)	(398, 862)	(398, 876)	(355, 876)
image	.		(403, 862)	(410, 862)	(410, 876)	(403, 876)
image	8		(428, 862)	(442, 862)	(442, 876)	(428, 876)
image	Objekt		(471, 813)	(555, 813)	(555, 830)	(471, 830)
image	90		(571, 813)	(598, 813)	(598, 830)	(571, 830)
image	s		(616, 813)	(627, 813)	(627, 830)	(616, 830)
image	mazanicovými		(644, 813)	(816, 814)	(816, 832)	(644, 831)
image	bloky		(831, 814)	(902, 814)	(902, 832)	(831, 832)
image	Objekt		(470, 862)	(555, 862)	(555, 878)	(470, 878)
image	97		(571, 862)	(599, 862)	(599, 878)	(571, 878)
image	s		(616, 862)	(627, 862)	(627, 878)	(616, 878)
image	mazanicovou		(643, 862)	(800, 862)	(800, 878)	(643, 878)
image	krou		(817, 862)	(873, 862)	(873, 878)	(817, 878)
image	26		(853, 1238)	(853, 1291)	(810, 1291)	(810, 1238)
