IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"38 a
delet pench. vekukur.
Jenisur Vjetr
Syt. – Okt. 1940.
PERUTZ
PERUTZ
PERUTZ
11
AGFA
11 A
ISOPAN F
32 A
Grabung früh eisenzeitl. Hans
PERUTZ
PERUTZ
PERUTZ
12
AGFA ISOPAN F
12 A
AGFA ISOPAN E
AGFA
ISOPAN F
PERUTZ
PERUTZ
13
13 A
AGFA ISOPAN F
AGFA
AGFA
Valezeno v materiálu A.S.V.
Godateaní pripojeno tij 4301/46
ROPAN
ISOPAN F
PERUTZ
10
PERUTZ
10
46."	und	(23, 7)	(1127, 7)	(1127, 1661)	(23, 1661)
image	38		(24, 174)	(26, 130)	(58, 132)	(56, 176)
image	a		(27, 124)	(28, 95)	(59, 97)	(58, 126)
image	delet		(77, 1112)	(78, 1200)	(24, 1200)	(23, 1112)
image	pench		(78, 1228)	(79, 1364)	(25, 1364)	(24, 1228)
image	.		(79, 1354)	(79, 1385)	(26, 1385)	(26, 1354)
image	vekukur		(79, 1393)	(81, 1594)	(28, 1594)	(26, 1393)
image	.		(81, 1589)	(81, 1614)	(28, 1614)	(28, 1589)
image	Jenisur		(118, 7)	(292, 7)	(292, 56)	(118, 56)
image	Vjetr		(312, 7)	(442, 7)	(442, 56)	(312, 56)
image	Syt		(101, 1627)	(99, 1573)	(141, 1571)	(144, 1625)
image	.		(98, 1578)	(97, 1560)	(140, 1558)	(141, 1576)
image	–		(98, 1561)	(97, 1542)	(140, 1540)	(141, 1559)
image	Okt.		(96, 1534)	(92, 1455)	(135, 1453)	(139, 1532)
image	1940		(92, 1450)	(88, 1370)	(132, 1368)	(136, 1448)
image	.		(89, 1379)	(88, 1357)	(131, 1355)	(132, 1377)
image	PERUTZ		(286, 742)	(369, 743)	(369, 753)	(286, 752)
image	PERUTZ		(286, 1061)	(368, 1060)	(368, 1069)	(286, 1070)
image	PERUTZ		(288, 1373)	(369, 1373)	(369, 1382)	(288, 1382)
image	11		(319, 1561)	(331, 1561)	(331, 1569)	(319, 1569)
image	AGFA		(421, 99)	(459, 98)	(459, 108)	(421, 109)
image	11		(397, 1561)	(409, 1561)	(409, 1569)	(397, 1569)
image	A		(411, 1561)	(418, 1561)	(418, 1569)	(411, 1569)
image	ISOPAN		(481, 99)	(535, 99)	(535, 107)	(481, 107)
image	F		(544, 99)	(552, 99)	(552, 107)	(544, 107)
image	32		(784, 281)	(802, 281)	(802, 291)	(784, 291)
image	A		(816, 281)	(827, 281)	(827, 291)	(816, 291)
image	Grabung		(408, 314)	(534, 312)	(535, 357)	(409, 359)
image	früh		(548, 312)	(612, 311)	(613, 356)	(549, 357)
image	eisenzeitl		(614, 311)	(755, 309)	(756, 354)	(615, 356)
image	.		(746, 310)	(769, 310)	(770, 354)	(747, 354)
image	Hans		(767, 310)	(838, 309)	(839, 353)	(768, 354)
image	PERUTZ		(500, 743)	(582, 743)	(582, 753)	(500, 753)
image	PERUTZ		(500, 1058)	(582, 1058)	(582, 1067)	(500, 1067)
image	PERUTZ		(503, 1373)	(584, 1374)	(584, 1384)	(503, 1383)
image	12		(536, 1561)	(547, 1561)	(547, 1570)	(536, 1570)
image	AGFA		(644, 98)	(680, 98)	(680, 108)	(644, 108)
image	ISOPAN		(704, 97)	(756, 96)	(756, 106)	(704, 107)
image	F		(765, 97)	(775, 97)	(775, 106)	(765, 106)
image	12		(611, 1562)	(624, 1562)	(624, 1570)	(611, 1570)
image	A		(624, 1562)	(633, 1562)	(633, 1570)	(624, 1570)
image	AGFA		(642, 419)	(680, 419)	(680, 428)	(642, 428)
