IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"5.2. Fotografická dokumentace
Tab. XV:1
Tab. XV:2"	cs	(456, 121)	(1071, 121)	(1071, 1635)	(456, 1635)
image	5.2		(456, 1616)	(484, 1616)	(484, 1635)	(456, 1635)
image	.		(484, 1616)	(488, 1616)	(488, 1634)	(484, 1634)
image	Fotografická		(495, 1616)	(608, 1615)	(608, 1634)	(495, 1635)
image	dokumentace		(614, 1615)	(730, 1614)	(730, 1633)	(614, 1634)
image	Tab		(973, 121)	(1010, 121)	(1010, 136)	(973, 136)
image	.		(1011, 121)	(1016, 121)	(1016, 136)	(1011, 136)
image	XV		(1022, 121)	(1052, 121)	(1052, 136)	(1022, 136)
image	:		(1055, 121)	(1060, 121)	(1060, 136)	(1055, 136)
image	1		(1061, 121)	(1070, 121)	(1070, 136)	(1061, 136)
image	Tab		(972, 817)	(1008, 817)	(1008, 833)	(972, 833)
image	.		(1010, 817)	(1015, 817)	(1015, 832)	(1010, 832)
image	XV		(1020, 817)	(1051, 817)	(1051, 832)	(1020, 832)
image	:		(1053, 817)	(1059, 817)	(1059, 832)	(1053, 832)
image	2		(1060, 817)	(1071, 817)	(1071, 832)	(1060, 832)
